ResponseId,DescribeVignette,Usable,Check,MentionsScientist
R_1wnmheMVbxODKrQ,It seems mostly fair but the probably could have mentioned why people were being arrested. Were they getting violent (unacceptable) or were the blocking traffic and preventing access? The latter I don't hate but if you do it you probably have to just expect to get arrested as you are making a nuisance of yourself and possibly creating hazards or situations that could harm people.,1,,
R_3eblPAF3bWoM24Y,It was portrayed as a peaceful protest most. Other than blocking access to the building it did not mention any violence or other illegal activity. It did not say if they had a permit or not.,1,,
R_3xyLVA8EEPJ3b8t,I don't see any bias in the reporting. It seems that they just reported the things that happened along with a quote from the scientist who was arrested.,1,,1
R_1rSkdE2sou9yUF3,This was a fair to favorable portrayal. They put a focus on the cooperation efforts and the peaceful nature.,1,,
R_3CNtaLHDTml8LfR,The media has portrayed this situation as if the world is in danger and the safe situation is very very urgent,1,,
R_6pDQg4A0lzZcNSb,"People are protesting for new oil and gas drilling to stop global warming ahead of the UN meetings this week. Dr Alex Fraser, an environmental scientist endorsed the action.",1,,1
R_6Kx9DvuCk2Ogf3X,It seems a little one sided. There needs to be a more neutral approach to these issues.,1,,
R_7ccNuaUZLrBbbc5,The article is very non sided and does not portray the activists in either a negative or a positive light. Only saying they were peaceful and listing their goals for the protest.,1,,
R_1IsLGPKDtNw9AfS,The media portrayed the protest favorably. The noted all the positives things that occurred during the protest.,1,,
R_7RjTGjOu6cRJLSV,I feel like the media portrayed the protest pretty even-handed. They described the events that happened and added further context with Dr. Fraser's comments.,1,,1
R_6HXWVx9X7r4Lz5D,"The media portrayed the protest in a positive light, The scientists know that oil and gas drilling is bad for the environment and they protested and made their point in a positive way.",1,,1
R_5s5CBR95S9Qrrwy,The media portrayed the protest as appropriate and in line with science.,1,,2
R_59v2BdRRZc8LGWD,It was a peaceful march. It is a serious problem that should be brought to everyone's attention.,1,,
R_7qfmFQo8h4p3Fdg,"The protest itself involving the protesters it was portrayed accurately, but the last paragraph is debatable",1,,
R_5dp7nmmX6l5W2FQ,The portrayal was neutral and factual. The article stated the facts without sensationalizing or exxagarating,1,,
R_6pPh5NPBhTtni1g,"The media portrayed the activists as demanding, bold, fearless, idealistic, and disruptive.",1,,
R_1B8pf4L1LcAOOyt,"The media painted the protests as a big, peaceful one in New York City with thousands of climate activists demanding no more new oil and gas drilling just prior to important U.N. meetings. The coverage underscores how organized the march was and the lack of incidents but also notes how urgently scientists are calling for action on limits for global warming.",1,,2
R_6CqYzixZmhO3TaJ,They portrayed it as peaceful.,1,,
R_1390BbVig5Dflui,Activists marched peacefully and with the facilitation of the police department.,1,,
R_317pNYlx68j7t69,It appears objectively reported.,1,,
R_1LBm6zSjnGWr5Qt,"The media explained what the protest was for and gave voice to the protesters messaging.
 It also described the measures taken by authorities in response to the protest.",1,,
R_1s7vVUMhip1AHNr,The activists blocked entrances and more than 100 were arrested. Scientists are tired of being ignored about the danger of oil and gas on climate change.,1,,1
R_39d1ZnhYjp8oc2n,"The media did not question the views of ""scientists"" regarding fossil fuels use, the presumed crisis awaiting us, or the premise of climate change. Only one scientist/ teacher, a professor at a public university, was quoted, and his sympathies were clearly with the protesters.",1,,1
R_5JCXXcRctKuQXGW,The media portrayed the protestors as peaceful and their were no incidents that the police had to see to.,1,,
R_3uo6QVaImUqn54t,I think this article portrayed them in a pretty favorable light and made them seem reasonable. It used pretty neutral language unlike they do about Gazan genocide protesters.,1,,
R_1ies3xtrA137WlM,The media portrayed the protest in an unbiased way. It just reported facts that are a matter of record.,1,,
R_3rr7r24Yg16DVtw,"They described the tactics of blocking a government building and the number of arrests, but did not indicate the total size of the protest.",1,,
R_1uy36icH7RhQITO,The media portrayed it as a peaceful protest to stop oil and gas drilling,1,,
R_3nVQoX53T07IB59,The protesters were doing the work of the scientist in advocating that the government stop drilling. The media portrayed them as crusaders for the good of mankind.,1,,
R_59jnLlChmdevzA5,they made them look like fallen martyrs trying to save the world even though all thy did was commit crimes,1,,
R_7OlhNoIUkhXLRsZ,The media portrayed the protest as peaceful and productive. The media also gave the perspective of a protester by highlighting the doctors statements.,1,,1
R_3bH1BxiRFAJ90Hi,The media portrayed this as a needed event stating that government needs to do more. They also showed that scientists are now joining the protest and being arrested along with other protestors.,1,,1
R_5oRr4wWAoeXasJZ,"The media portrayed the protest as a gathering of climate activists that demanded an end to new oil and gas drilling,",1,,
R_3fYQHW8nvo6I1W4,The media portrayed it as peaceful. I think it was positive.,1,,
R_3Q9J8vspaqbEMLr,The media portrayed the protest in a good way. It seemed to have stated what happened and quoted a person all in an objective manner.,1,,
R_51sX5RElXOjzEJh,Thousands gathered to demand the government to take action to control climate warming by enforcing policies and regulations.,1,,
R_6OxynpxWXsfxSnt,They positively portrayed the protest and said it was peaceful and without incident.,1,,
R_5Tw5OdtSlLP3GUV,"It was a very objective view of the proceedings noting its peaceful nature. Police were present, but there were no incidents.",1,,
R_1uJMW47RWbJ2LHb,"The media was neutral in their portrayal of the activists. The media did not use any adjectives to describe the activist, and there was not a positive or negative tone to the description of the activist's actions.",1,,
R_5Nk0D1ckUjKWbiR,It was peaceful with thousands of people. They marched through the streets.,1,,
R_3gckzi3N3WBpOGq,"The media portrayed the protest as a large, peaceful demonstration in Midtown New York, emphasizing the urgent call from climate activists for the U.S. government to end new oil and gas drilling ahead of crucial U.N. meetings. The article highlights the scientific consensus on climate change and features a prominent environmental scientist endorsing the activists' demands.",1,,1
R_1EXMNYTlzVScY3n,The media seems to be supporting the protests. The article is heavily calling for less oil and gas drilling.,1,,
R_5HOj1C5dNqCTVSZ,"The media portrayed the protest as a peaceful and organized demonstration, highlighting the large turnout of climate activists in Midtown New York who were calling for an end to new oil and gas drilling ahead of important U.N. meetings. The article emphasized the urgency of addressing climate change and the scientific consensus on limiting global warming.",1,,
R_7FLN4f6Q87JeYZL,The media portrayed the protest neutrally. They presented the information about why the protest was happening but did not seem biased.,1,,
R_6zM8y8nm6l47A9X,The media made it sound like it was activists protesting. There were upset scientists that were present as well.,1,,1
R_3VAGlmsVdyfCNHz,"The media portrayed the protest as a peaceful and organized demonstration by climate activists in New York, supported by scientists, calling for an end to new oil and gas drilling to address the climate crisis. The article highlighted the urgency of limiting global warming and the cooperation between protesters and law enforcement.",1,,1
R_6B4YeOUtCHVG6aJ,"People gathered in midtown wanting to support the stopping of new oil and gas drilling, which led to more than one hundred activists being arrested.",1,,
R_168y1b3XOZPCgJx,The media portrayal of climate activists in this article is relatively neutral. Providing comments from an environmental scientist that opposes new oil and gas drilling could be deemed as a pro-climate activist article.,1,,1
R_7wKLxo9VNsgbwO2,"The media portrayed the protests has being peaceful, and that scientists were also involved. The main point of the protests was to ask the governments to stop approving new oil and gas fields to be explored.",1,,1
R_6pbZu85k9gLqYj7,I would say it portrayed them as petulant demanding children that don't respect society or others very much.,1,,
R_5wfMeDOxch7fsAh,The protesters seem to be protesting for the commencement of certain practices that they believe add to the problems with climate changes..,1,,
R_3g6FRuZbGafiDxm,The media said it was peaceful without incident.,1,,
R_6vZZD2RuVdR7nIB,The protests were communicated in a non bias way. The facts are presented in a matter of fact way. The issue is highlighted without direct swaying,1,,
